# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_37	cds	12240	13289	-	LDJNFA_04685		Phosphate transporter	SO:0001217, UniRef:UniRef50_A0A5K1JK98
contig_37	cds	13427	14785	-	LDJNFA_04690		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A0R1JSE3
contig_37	cds	14909	15622	+	LDJNFA_04695	gmuR	HTH-type transcriptional regulator GmuR	SO:0001217, UniRef:UniRef50_A0A2X0PWD7
contig_37	cds	15718	15957	+	LDJNFA_04700		hypothetical protein	PFAM:PF00413.27
contig_37	cds	16154	17389	+	LDJNFA_04705		hypothetical protein	PFAM:PF00149.31, PFAM:PF12850.10
contig_37	cds	17632	17877	+	LDJNFA_04710		hypothetical protein	PFAM:PF20038.2
contig_37	cds	18063	18407	+	LDJNFA_04715		hypothetical protein	
contig_37	cds	18503	19276	-	LDJNFA_04720	nirC	Nitrite transporter NirC	SO:0001217, UniRef:UniRef50_A0A4R5N380
contig_38	cds	9	329	+	LDJNFA_04725		hypothetical protein	PFAM:PF01979.23
contig_38	cds	473	1846	+	LDJNFA_04730		hypothetical protein	PFAM:PF00933.24
contig_38	cds	2102	2587	+	LDJNFA_04735		putative N(Pi)-phosphohistidine--sugar phosphotransferase	SO:0001217, UniRef:UniRef50_I7KKJ3
contig_38	cds	2602	3492	+	LDJNFA_04740		PTS system mannose/fructose/sorbose-specific IIC component	SO:0001217, UniRef:UniRef50_A0A2A7SPS1
contig_38	cds	3479	4297	+	LDJNFA_04745		PTS system IID component	SO:0001217, UniRef:UniRef50_A0A239YBD2
contig_38	cds	4483	4881	+	LDJNFA_04750		PTS system, galactosamine-specific IIA component	SO:0001217, UniRef:UniRef50_A0A837BSX0
contig_38	cds	4946	6973	+	LDJNFA_04755		Transposase	SO:0001217, UniRef:UniRef50_I7LD36
contig_38	cds	7175	7624	+	LDJNFA_04760	yafP	Putative N-acetyltransferase YafP	SO:0001217, UniRef:UniRef50_A0A128F247
contig_38	cds	7726	9930	+	LDJNFA_04765		hypothetical protein	
contig_38	cds	9991	11196	-	LDJNFA_04770		ATPase	SO:0001217, UniRef:UniRef50_C2ENZ0
contig_38	cds	11519	12349	+	LDJNFA_04775		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_U4TLA9
contig_38	cds	12342	13130	+	LDJNFA_04780		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_U4TSX0
contig_38	cds	13141	14184	+	LDJNFA_04785	potA	Spermidine/putrescine import ATP-binding protein PotA	SO:0001217, UniRef:UniRef50_A0A3D0CJS9
contig_38	cds	14212	15270	+	LDJNFA_04790		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0R2K5E1
contig_38	cds	15246	17033	+	LDJNFA_04795		Adenine deaminase	SO:0001217, UniRef:UniRef50_Q1G825
contig_38	cds	17102	17869	+	LDJNFA_04800		PNP-UDP-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5N4R5
contig_38	cds	17929	19191	-	LDJNFA_04805		Aluminum resistance protein	SO:0001217, UniRef:UniRef50_Q74HA4
contig_39	cds	203	670	+	LDJNFA_04810		hypothetical protein	
contig_39	cds	670	1470	+	LDJNFA_04815		DNA-entry nuclease	SO:0001217, UniRef:UniRef50_A0A0B2XJN1
contig_39	cds	1555	2472	-	LDJNFA_04820		hypothetical protein	
contig_39	cds	2489	3217	-	LDJNFA_04825		hypothetical protein	PFAM:PF00486.31
contig_39	cds	3346	4230	+	LDJNFA_04830		Phosphate-binding protein	SO:0001217, UniRef:UniRef50_E1NQU8
contig_39	cds	4232	5149	+	LDJNFA_04835		Phosphate transport system permease protein	SO:0001217, UniRef:UniRef50_C2EUH4
contig_39	cds	5150	6037	+	LDJNFA_04840	pstA	Phosphate transport system permease protein PstA	SO:0001217, UniRef:UniRef50_A0A6G7B790
contig_39	cds	6050	6829	+	LDJNFA_04845	pstB	Phosphate import ATP-binding protein PstB 1	SO:0001217, UniRef:UniRef50_Q88YK8
contig_39	cds	6843	7598	+	LDJNFA_04850	pstB	Phosphate import ATP-binding protein PstB 2	SO:0001217, UniRef:UniRef50_Q8E9I8
contig_39	cds	7614	8378	+	LDJNFA_04855	phoU	Phosphate-specific transport system accessory protein PhoU	SO:0001217, UniRef:UniRef50_A0A0R2K6X8
contig_39	cds	8687	9751	+	LDJNFA_04860		PTS-EIIC domain-containing protein	SO:0001217, UniRef:UniRef50_M2PZC0
contig_39	cds	9766	10689	+	LDJNFA_04865		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_A0A0E1EIH9
contig_39	cds	10826	11656	+	LDJNFA_04870		DUF2179 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1VPD3
contig_39	cds	12349	12546	+	LDJNFA_04875		hypothetical protein	PFAM:PF18938.3
contig_39	cds	12617	14086	+	LDJNFA_04880		hypothetical protein	PFAM:PF00746.24, PFAM:PF01468.20, PFAM:PF07554.16, PFAM:PF18938.3
contig_39	cds	14213	14953	-	LDJNFA_04885		hypothetical protein	PFAM:PF14748.9
contig_39	cds	15007	15651	-	LDJNFA_04890		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_N2AC90
contig_39	cds	15730	16089	+	LDJNFA_04895		hypothetical protein	PFAM:PF06993.15
contig_39	cds	16403	17941	+	LDJNFA_04900		L-lactate permease	SO:0001217, UniRef:UniRef50_O33654
contig_39	cds	18133	18474	+	LDJNFA_04905		hypothetical protein	PFAM:PF04650.20
contig_39	cds	18513	18806	+	LDJNFA_04910		hypothetical protein	PFAM:PF17966.4
contig_39	cds	18773	18943	-	LDJNFA_04915		hypothetical protein	
contig_40	cds	277	1101	+	LDJNFA_04920		hypothetical protein	PFAM:PF00070.30, PFAM:PF07992.17
contig_40	cds	1110	1760	+	LDJNFA_04925	dedA	DedA family protein	SO:0001217, UniRef:UniRef50_A0A0D6A234
contig_40	cds	1791	2396	-	LDJNFA_04930		TIGR01906 family membrane protein	SO:0001217, UniRef:UniRef50_U6FME7
contig_40	cds	2393	3169	-	LDJNFA_04935		Acid sugar phosphatase	SO:0001217, UniRef:UniRef50_A0A137PNX2
contig_40	cds	3174	3725	-	LDJNFA_04940	yutD	YutD family protein	SO:0001217, UniRef:UniRef50_Q5FLU8
contig_40	cds	3715	5109	-	LDJNFA_04945		Bifunctional metallophosphatase/5'-nucleotidase	SO:0001217, UniRef:UniRef50_Q74KT1
contig_40	cds	5121	5459	-	LDJNFA_04950		Phage protein	SO:0001217, UniRef:UniRef50_Q5FLV0
contig_40	cds	5552	6937	+	LDJNFA_04955		Glycerophosphoryl diester phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A837BTY8
contig_40	cds	6909	7592	-	LDJNFA_04960		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1	SO:0001217, UniRef:UniRef50_Q88YY8
contig_40	cds	7610	7795	-	LDJNFA_04965		DUF1294 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F4LRD0
contig_40	cds	7812	8750	-	LDJNFA_04970		ZT-dimer domain-containing protein	SO:0001217, UniRef:UniRef50_Q74L48
contig_40	cds	8767	9447	-	LDJNFA_04975		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A0D5MH09
contig_40	cds	9504	10208	-	LDJNFA_04980		hypothetical protein	
contig_40	cds	10386	10970	+	LDJNFA_04985		4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis protein	SO:0001217, UniRef:UniRef50_A0A1D7TQL7
contig_40	cds	11089	11484	-	LDJNFA_04990		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_P80374
contig_40	cds	11496	11939	-	LDJNFA_04995		50S ribosomal protein L13	SO:0001217, UniRef:UniRef50_A0A7W1DPY5
contig_40	ncRNA-region	11958	12009	-			Ribosomal protein L13 leader	RFAM:RF00555, SO:0000140
contig_40	cds	12044	12832	-	LDJNFA_05000		tRNA pseudouridine synthase A	SO:0001217, UniRef:UniRef50_E1NP81
contig_40	cds	12832	13629	-	LDJNFA_05005	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	SO:0001217, UniRef:UniRef50_A0A061BSU4
contig_40	cds	13634	14479	-	LDJNFA_05010	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	SO:0001217, UniRef:UniRef50_Q1GBI9
contig_40	cds	14455	15300	-	LDJNFA_05015	ecfA1	Energy-coupling factor transporter ATP-binding protein EcfA1	SO:0001217, UniRef:UniRef50_Q035B2
contig_40	cds	15479	15862	-	LDJNFA_05020		50S ribosomal protein L17	SO:0001217, UniRef:UniRef50_Q03PY4
contig_40	cds	15891	16829	-	LDJNFA_05025		DNA-directed RNA polymerase subunit alpha	SO:0001217, UniRef:UniRef50_B0TC85
contig_40	cds	16875	17258	-	LDJNFA_05030		30S ribosomal protein S11	SO:0001217, UniRef:UniRef50_P44379
contig_40	cds	17280	17630	-	LDJNFA_05035		30S ribosomal protein S13	SO:0001217, UniRef:UniRef50_P59753
contig_40	cds	17654	17770	-	LDJNFA_05040		hypothetical protein	PFAM:PF00444.21
contig_40	cds	17785	18006	-	LDJNFA_05045		Translation initiation factor IF-1	SO:0001217, UniRef:UniRef50_A0A0N0A8P6
contig_40	cds	18079	18735	-	LDJNFA_05050		Adenylate kinase	SO:0001217, UniRef:UniRef50_Q5FM70
contig_40	cds	18745	20040	-	LDJNFA_05055	secY	Protein translocase subunit SecY 1	SO:0001217, UniRef:UniRef50_F6CD01
contig_40	cds	20040	20480	-	LDJNFA_05060		50S ribosomal protein L15	SO:0001217, UniRef:UniRef50_P19946
contig_40	cds	20503	20688	-	LDJNFA_05065		50S ribosomal protein L30	SO:0001217, UniRef:UniRef50_Q03PX5
contig_40	cds	20700	21209	-	LDJNFA_05070		30S ribosomal protein S5	SO:0001217, UniRef:UniRef50_C7XVS9
contig_40	cds	21227	21586	-	LDJNFA_05075		50S ribosomal protein L18	SO:0001217, UniRef:UniRef50_Q8DS29
contig_40	cds	21612	22142	-	LDJNFA_05080		50S ribosomal protein L6	SO:0001217, UniRef:UniRef50_Q2YEI7
contig_40	cds	22167	22565	-	LDJNFA_05085		30S ribosomal protein S8	SO:0001217, UniRef:UniRef50_P12879
contig_40	cds	22589	22774	-	LDJNFA_05090		30S ribosomal protein S14 type Z	SO:0001217, UniRef:UniRef50_Q1GBK5
contig_40	cds	22787	23329	-	LDJNFA_05095		50S ribosomal protein L5	SO:0001217, UniRef:UniRef50_Q8KAI4
contig_40	cds	23344	23577	-	LDJNFA_05100		50S ribosomal protein L24	SO:0001217, UniRef:UniRef50_Q1GBK7
contig_40	cds	23597	23965	-	LDJNFA_05105		50S ribosomal protein L14	SO:0001217, UniRef:UniRef50_Q5SHP8
contig_40	cds	23999	24265	-	LDJNFA_05110		30S ribosomal protein S17	SO:0001217, UniRef:UniRef50_P23828
contig_40	cds	24284	24481	-	LDJNFA_05115		50S ribosomal protein L29	SO:0001217, UniRef:UniRef50_Q49ZG0
contig_40	cds	24471	24911	-	LDJNFA_05120		50S ribosomal protein L16	SO:0001217, UniRef:UniRef50_Q9RXJ5
contig_40	cds	24911	25582	-	LDJNFA_05125		30S ribosomal protein S3	SO:0001217, UniRef:UniRef50_P21465
contig_40	cds	25596	25949	-	LDJNFA_05130		50S ribosomal protein L22	SO:0001217, UniRef:UniRef50_Q18CG1
contig_40	cds	25971	26249	-	LDJNFA_05135		30S ribosomal protein S19	SO:0001217, UniRef:UniRef50_A0A061NAJ4
contig_40	cds	26268	27104	-	LDJNFA_05140		50S ribosomal protein L2	SO:0001217, UniRef:UniRef50_Q9AMK8
contig_40	cds	27120	27428	-	LDJNFA_05145		50S ribosomal protein L23	SO:0001217, UniRef:UniRef50_Q88XY4
contig_40	cds	27428	28045	-	LDJNFA_05150		50S ribosomal protein L4	SO:0001217, UniRef:UniRef50_P42921
contig_40	cds	28060	28698	-	LDJNFA_05155		50S ribosomal protein L3	SO:0001217, UniRef:UniRef50_Q04G85
contig_40	cds	28724	29032	-	LDJNFA_05160		30S ribosomal protein S10	SO:0001217, UniRef:UniRef50_Q9CDW1
contig_40	cds	29384	31477	-	LDJNFA_05165		Elongation factor G	SO:0001217, UniRef:UniRef50_Q5SHN5
contig_40	cds	31516	31986	-	LDJNFA_05170		30S ribosomal protein S7	SO:0001217, UniRef:UniRef50_A9KRZ2
contig_40	cds	32001	32408	-	LDJNFA_05175		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A1TYJ2
contig_40	cds	32596	33291	+	LDJNFA_05180		hypothetical protein	PFAM:PF06750.16
contig_40	cds	33358	37011	-	LDJNFA_05185		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_Q890N5
contig_40	cds	37027	40656	-	LDJNFA_05190		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_Q9Z9M2
contig_40	cds	40870	43353	-	LDJNFA_05195	clpX	Clp protease ClpX	SO:0001217, UniRef:UniRef50_A0A0H4R031
contig_40	cds	43369	43833	-	LDJNFA_05200		GAF domain-containing protein	SO:0001217, UniRef:UniRef50_E0S099
contig_40	tRNA	43957	44030	-	LDJNFA_05205	trnP	tRNA-Pro(cgg)	SO:0000268
contig_40	tRNA	44071	44142	-	LDJNFA_05210	trnG	tRNA-Gly(gcc)	SO:0000260
contig_40	tRNA	44220	44291	-	LDJNFA_05215	trnG	tRNA-Gly(gcc)	SO:0000260
contig_40	tRNA	44303	44375	-	LDJNFA_05220	trnT	tRNA-Thr(tgt)	SO:0000270
contig_40	tRNA	44401	44482	-	LDJNFA_05225	trnL	tRNA-Leu(tag)	SO:0000264
contig_40	tRNA	44495	44567	-	LDJNFA_05230	trnK	tRNA-Lys(ttt)	SO:0000265
contig_40	gap	44593	44593	.				
contig_40	cds	44657	44983	-	LDJNFA_05235		hypothetical protein	
contig_40	cds	45079	45585	-	LDJNFA_05240		hypothetical protein	
contig_40	cds	45644	47146	-	LDJNFA_05245		Lysine--tRNA ligase	SO:0001217, UniRef:UniRef50_P37477
contig_40	cds	47162	48184	-	LDJNFA_05250		putative tRNA-dihydrouridine synthase 1	SO:0001217, UniRef:UniRef50_P37567
contig_40	cds	48252	49139	-	LDJNFA_05255		33 kDa chaperonin	SO:0001217, UniRef:UniRef50_Q5FMA2
contig_40	cds	49185	51293	-	LDJNFA_05260	ftsH	ATP-dependent zinc metalloprotease FtsH	SO:0001217, UniRef:UniRef50_P46469
contig_40	cds	51368	52627	-	LDJNFA_05265		hypothetical protein	
contig_40	cds	52686	53048	-	LDJNFA_05270		S1 motif domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1S095
contig_40	cds	53048	53434	-	LDJNFA_05275		putative septum formation initiator protein	SO:0001217, UniRef:UniRef50_I7KNB1
contig_40	cds	53494	53736	-	LDJNFA_05280		S4 domain-containing protein	SO:0001217, UniRef:UniRef50_R5KBE7
contig_40	cds	53744	57235	-	LDJNFA_05285		Transcription-repair-coupling factor	SO:0001217, UniRef:UniRef50_A0A0F4LBW3
contig_40	cds	57237	57794	-	LDJNFA_05290		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_Q5FMA9
contig_40	cds	57996	58709	+	LDJNFA_05295		CBS domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FMB1
contig_40	cds	58761	59891	-	LDJNFA_05300		Alanine racemase	SO:0001217, UniRef:UniRef50_Q5FMB2
contig_40	cds	59888	60247	-	LDJNFA_05305		Holo-[acyl-carrier-protein] synthase	SO:0001217, UniRef:UniRef50_Q1GBP7
contig_40	cds	60335	61816	-	LDJNFA_05310	cshA	DEAD-box ATP-dependent RNA helicase CshA	SO:0001217, UniRef:UniRef50_A0A1Z5IKJ0
contig_40	cds	61829	63196	-	LDJNFA_05315		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_C0XFU2
contig_40	cds	63320	63565	-	LDJNFA_05320		50S ribosomal protein L31 type B	SO:0001217, UniRef:UniRef50_Q03DY3
contig_40	cds	63667	65283	-	LDJNFA_05325		Alpha amylase, catalytic domain protein	SO:0001217, UniRef:UniRef50_C2E3D8
contig_40	cds	65558	66457	+	LDJNFA_05330		hypothetical protein	PFAM:PF01381.25, PFAM:PF12844.10
contig_40	cds	66666	67265	+	LDJNFA_05335		hypothetical protein	
contig_40	cds	67645	69228	-	LDJNFA_05340		Amino acid/polyamine/organocation transporter, APC superfamily	SO:0001217, UniRef:UniRef50_Q03FB3
contig_40	cds	69351	69536	+	LDJNFA_05345		hypothetical protein	
contig_40	cds	69600	71150	-	LDJNFA_05350		GMP synthase [glutamine-hydrolyzing]	SO:0001217, UniRef:UniRef50_K0IVS3
contig_40	ncRNA-region	71289	71386	+			Purine riboswitch	RFAM:RF00167, SO:0000035
contig_40	cds	71461	72039	+	LDJNFA_05355		Xanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q04GD7
contig_40	cds	72039	73316	+	LDJNFA_05360		Xanthine uracil permease	SO:0001217, UniRef:UniRef50_A0A0R1RVJ8
contig_40	cds	73367	74809	-	LDJNFA_05365		Sucrose phosphorylase	SO:0001217, UniRef:UniRef50_P10249
contig_40	cds	74828	77029	-	LDJNFA_05370		Alpha-galactosidase	SO:0001217, UniRef:UniRef50_U4TJ60
contig_40	cds	77384	78331	+	LDJNFA_05375		Peripla-BP-3 domain-containing protein	SO:0001217, UniRef:UniRef50_K1M806
contig_40	cds	78397	79818	+	LDJNFA_05380		Dipeptidase A	SO:0001217, UniRef:UniRef50_Q48558
contig_40	cds	79879	81174	-	LDJNFA_05385		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2	SO:0001217, UniRef:UniRef50_P19670
contig_40	cds	81301	82920	-	LDJNFA_05390		CTP synthase	SO:0001217, UniRef:UniRef50_O87761
contig_40	cds	83041	83589	-	LDJNFA_05395		hypothetical protein	
contig_40	cds	83636	84037	-	LDJNFA_05400		DUF1934 domain-containing protein	SO:0001217, UniRef:UniRef50_N1ZVK8
contig_40	cds	84129	85496	+	LDJNFA_05405		HD domain-containing protein	SO:0001217, UniRef:UniRef50_H5SYR4
contig_40	cds	85534	86505	-	LDJNFA_05410		Ribose-phosphate pyrophosphokinase 2	SO:0001217, UniRef:UniRef50_Q82ZA5
contig_40	cds	86558	87565	-	LDJNFA_05415		hypothetical protein	PFAM:PF05913.14, PFAM:PF19200.3
contig_40	cds	87670	89211	-	LDJNFA_05420		hypothetical protein	PFAM:PF03217.17, PFAM:PF07554.16
contig_40	cds	89362	90078	-	LDJNFA_05425		hypothetical protein	
contig_40	cds	90168	90764	-	LDJNFA_05430		hypothetical protein	PFAM:PF03217.17
contig_40	cds	90860	92245	-	LDJNFA_05435	glmU	Bifunctional protein GlmU	SO:0001217, UniRef:UniRef50_Q88Z86
contig_40	cds	92293	93123	-	LDJNFA_05440		Pur operon repressor	SO:0001217, UniRef:UniRef50_Q1GBQ9
contig_40	cds	93222	93479	-	LDJNFA_05445		Veg protein	SO:0001217, UniRef:UniRef50_D6XV41
contig_40	cds	93551	94432	-	LDJNFA_05450		Ribosomal RNA small subunit methyltransferase A	SO:0001217, UniRef:UniRef50_Q5FMG3
contig_40	cds	94410	94985	-	LDJNFA_05455		Ribonuclease M5	SO:0001217, UniRef:UniRef50_W5XDW9
contig_40	cds	94972	95739	-	LDJNFA_05460		D-aminoacyl-tRNA deacylase	SO:0001217, UniRef:UniRef50_A0A137PYL7
contig_40	cds	95740	97719	-	LDJNFA_05465		Methionine--tRNA ligase	SO:0001217, UniRef:UniRef50_P23920
contig_40	cds	97853	100543	-	LDJNFA_05470		Magnesium-transporting ATPase, P-type 1	SO:0001217, UniRef:UniRef50_W5IGE8
contig_40	ncRNA-region	100640	100803	-			M-box riboswitch (ykoK leader)	RFAM:RF00380, SO:0000140
contig_40	cds	100864	101505	-	LDJNFA_05475		TPM-phosphatase domain-containing protein	SO:0001217, UniRef:UniRef50_D4YTH3
contig_40	cds	101453	101941	-	LDJNFA_05480		CMP/dCMP-type deaminase domain-containing protein	SO:0001217, UniRef:UniRef50_H3NLW7
contig_40	cds	101959	102978	-	LDJNFA_05485		Tryptophan--tRNA ligase	SO:0001217, UniRef:UniRef50_Q99XH4
contig_40	cds	103093	103692	+	LDJNFA_05490		hypothetical protein	
contig_40	tRNA	103757	103827	+	LDJNFA_05495	trnG	tRNA-Gly(ccc)	SO:0000260
contig_40	cds	103878	104540	-	LDJNFA_05500		CPBP family intramembrane metalloprotease	SO:0001217, UniRef:UniRef50_N2A0G5
contig_40	cds	104630	105091	-	LDJNFA_05505	greA	Transcription elongation factor GreA	SO:0001217, UniRef:UniRef50_A0A0F4LPL1
contig_40	cds	105366	106679	-	LDJNFA_05510		Aminopeptidase	SO:0001217, UniRef:UniRef50_D4YTP9
contig_40	cds	106691	107632	-	LDJNFA_05515		ABC-type dipeptide/oligopeptide/nickel transporter	SO:0001217, UniRef:UniRef50_A0A0F4LKF9
contig_40	cds	107634	108683	-	LDJNFA_05520		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1V0QAA5
contig_40	cds	108698	109729	-	LDJNFA_05525		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1VF65
contig_40	cds	109730	110659	-	LDJNFA_05530		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A192F3I5
contig_40	cds	110792	112414	-	LDJNFA_05535		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R2ILY1
contig_40	cds	112630	113772	-	LDJNFA_05540		Inosine-5-monophosphate dehydrogenase	SO:0001217, UniRef:UniRef50_I7KL25
contig_40	cds	113897	114550	-	LDJNFA_05545		HD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U9RMA0
contig_40	cds	114689	115372	+	LDJNFA_05550		hypothetical protein	
contig_40	cds	115566	116510	+	LDJNFA_05555		Transposase	SO:0001217, UniRef:UniRef50_U6FCK6
contig_40	cds	116555	118765	-	LDJNFA_05560		hypothetical protein	PFAM:PF00746.24, PFAM:PF04650.20
contig_40	tRNA	119533	119605	-	LDJNFA_05565	trnT	tRNA-Thr(ggt)	SO:0000270
contig_40	cds	119678	120940	-	LDJNFA_05570		Tyrosine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q88TV5
contig_40	cds	121201	124176	-	LDJNFA_05575		Sulfatase domain-containing protein	SO:0001217, UniRef:UniRef50_N2ANN2
contig_40	cds	124216	124833	-	LDJNFA_05580		Glycerol-3-phosphate acyltransferase 1	SO:0001217, UniRef:UniRef50_Q5FMI9
contig_40	cds	124833	125936	-	LDJNFA_05585		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0F4L7I7
contig_40	cds	126214	126498	-	LDJNFA_05590		HicB-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6A243
contig_40	cds	126723	127400	+	LDJNFA_05595		hypothetical protein	PFAM:PF03217.17
contig_40	cds	127407	127736	+	LDJNFA_05600		hypothetical protein	
contig_40	cds	127797	128489	-	LDJNFA_05605		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2	SO:0001217, UniRef:UniRef50_Q88T35
contig_40	cds	128639	129061	+	LDJNFA_05610		PAS domain-containing protein	SO:0001217, UniRef:UniRef50_N2AI40
contig_40	cds	129073	129816	+	LDJNFA_05615		hypothetical protein	
contig_40	cds	129827	130618	+	LDJNFA_05620		DNA polymerase	SO:0001217, UniRef:UniRef50_A0A3R6BUU5
contig_40	cds	130638	131594	+	LDJNFA_05625		1,5-anhydro-D-fructose reductase	SO:0001217, UniRef:UniRef50_A0A137PRD0
contig_40	cds	131638	133470	-	LDJNFA_05630		Potassium transporter	SO:0001217, UniRef:UniRef50_Q74LM4
contig_40	cds	133544	134791	-	LDJNFA_05635		Amidase	SO:0001217, UniRef:UniRef50_A0A3M0LPN8
contig_40	cds	134810	136150	-	LDJNFA_05640		N-acetylmuramidase	SO:0001217, UniRef:UniRef50_Q5FMJ9
contig_40	cds	136609	136980	+	LDJNFA_05645		hypothetical protein	PFAM:PF03217.17
contig_40	cds	137087	137389	-	LDJNFA_05650		hypothetical protein	
contig_40	cds	137666	138091	+	LDJNFA_05655		hypothetical protein	
contig_40	cds	138098	138457	+	LDJNFA_05660		hypothetical protein	
contig_40	cds	138927	140441	-	LDJNFA_05665		Transcriptional regulator	SO:0001217, UniRef:UniRef50_I7JZY7
contig_40	cds	140745	141017	+	LDJNFA_05670		hypothetical protein	
contig_40	cds	141152	141472	+	LDJNFA_05675		hypothetical protein	
contig_40	cds	141513	142058	+	LDJNFA_05680		hypothetical protein	
contig_40	cds	142073	142306	+	LDJNFA_05685		hypothetical protein	
contig_40	cds	142381	143988	-	LDJNFA_05690		hypothetical protein	PFAM:PF03217.17
contig_40	cds	144770	145624	+	LDJNFA_05695		hypothetical protein	
contig_40	cds	145737	146180	+	LDJNFA_05700		hypothetical protein	
contig_41	cds	76	1698	-	LDJNFA_05705	ykpA	Uncharacterized ABC transporter ATP-binding protein YkpA	SO:0001217, UniRef:UniRef50_O31716
contig_41	cds	1942	2538	-	LDJNFA_05710	engB	putative GTP-binding protein EngB	SO:0001217, UniRef:UniRef50_Q5FKR5
contig_41	cds	2528	3793	-	LDJNFA_05715	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_Q8DUI0
contig_41	cds	3923	5248	-	LDJNFA_05720		Trigger factor	SO:0001217, UniRef:UniRef50_B2GBC3
contig_41	cds	5395	6585	-	LDJNFA_05725		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A151B5M1
contig_41	gap	6528	6528	.				
contig_41	cds	6560	6670	-	LDJNFA_05730		hypothetical protein	
contig_41	cds	6767	7597	-	LDJNFA_05735		hypothetical protein	
contig_41	cds	7600	9444	-	LDJNFA_05740		Ribonuclease J	SO:0001217, UniRef:UniRef50_A0A137PKW7
contig_41	cds	9590	9859	-	LDJNFA_05745		30S ribosomal protein S15	SO:0001217, UniRef:UniRef50_Q82ZJ1
contig_41	cds	10062	10313	+	LDJNFA_05750		30S ribosomal protein S20	SO:0001217, UniRef:UniRef50_Q5FKS2
contig_41	cds	10368	11354	-	LDJNFA_05755		DNA-pol3-delta domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U9WX37
contig_41	cds	11358	13628	-	LDJNFA_05760		Lactamase-B domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1Y956
contig_41	cds	13597	14268	-	LDJNFA_05765		hypothetical protein	PFAM:PF00633.26, PFAM:PF10531.12, PFAM:PF12836.10, PFAM:PF14520.9
contig_41	cds	14349	15377	-	LDJNFA_05770		endopeptidase La	SO:0001217, UniRef:UniRef50_A0A3Q8STN5
contig_41	cds	15381	15866	-	LDJNFA_05775		Phosphopantetheine adenylyltransferase	SO:0001217, UniRef:UniRef50_Q5FKS7
contig_41	cds	15863	16420	-	LDJNFA_05780	rsmD	RNA methyltransferase, RsmD family	SO:0001217, UniRef:UniRef50_C2EMJ2
contig_41	cds	16417	16758	-	LDJNFA_05785		DUF2129 domain-containing protein	SO:0001217, UniRef:UniRef50_C2EMJ1
contig_41	cds	16761	17936	-	LDJNFA_05790		Cell cycle protein, FtsW/RodA/SpoVE family	SO:0001217, UniRef:UniRef50_C8PAT8
contig_42	cds	24	311	+	LDJNFA_05795		DNA polymerase IV	SO:0001217, UniRef:UniRef50_A0A6I3UAH9
contig_42	cds	308	652	+	LDJNFA_05800		hypothetical protein	
